,평점,본문
177,5,약간 분홍기는 있어요 바르니 뽀샤시합니다약간 분홍기는 있어요 바르니 뽀샤시합니다
178,4,초등5학년 딸이 넘 좋다고 하네요초등5학년 딸이 넘 좋다고 하네요
179,4,괜찮은거 같아요잘 발리고괜찮은거 같아요잘 발리고
180,4,18개월 딸아이가 스스로 하네요 ㅎㅎ 선 쿠션 발라도 18개월 딸아이가 스스로 하네요 ㅎㅎ선 쿠션 발라도 타요 ㅠㅠ
181,5,매년구매해요 아기쓰기너무편해요매년구매해요 아기쓰기너무편해요
182,5,사용하기 편리해요 아이가 좋아해요사용하기 편리해요 아이가 좋아해요
183,5,아이가 스스로 바르겠다고 하면서 좋아하내요요즘 해가 뜨거워서 외출하면 얼굴이 빨개져서 구매했습니다아이가 스스로 바르겠다고 하면서 좋아하내요요즘 해가 뜨거워서 외출하면 얼굴이 빨개져서 구매했습니다
184,5,바르기도 너무편하고 프리메라여서 믿고구매했어요바르기도 너무편하고 프리메라여서 믿고구매했어요
185,5,좋아요여름에 물놀이갈때 아이들 발라주려구요ㅎ좋아요여름에 물놀이갈때 아이들 발라주려구요ㅎ
186,5,매년 프리메라 썬쿠션 사용하는데 순하고 좋아요매년 프리메라 썬쿠션 사용하는데 순하고 좋아요
187,5,선크림 바르기도 편하고 아이도 좋아해요선크림 바르기도 편하고 아이도 좋아해요
188,5,여름 대비여름 대비한 아기 첫 선쿠션으로 샀어요
189,5,배송도 빠르고 가격도 저렴하고 좋아요배송도 빠르고 가격도 저렴하고 좋아요
190,5,딸아이한테 발라주고있어요좋아요딸아이한테 발라주고있어요좋아요
191,5,선물 해드렸더니 좋아하세요선물 해드렸더니 좋아하세요
192,5,순한거찾다가 사게되엿어요순한거찾다가 사게되엿어요
193,5,아이들이 너무 좋아해료아이들이 너무 좋아해료
194,5,너무 좋아요 많이 파세요너무 좋아요 많이 파세요
195,5,부드럽게 발리고 좋아요부드럽게 발리고 좋아요
196,3,아이가 엄청 좋아해요아이가 엄청 좋아해요
197,5,백탁이 있어서 첨엔 전에 쓰던거랑 달라 좀 놀랬는데 순해서 좋은것 같아요 전에 쓰던거랑 적절히 사용하니 넘 만족합니다백탁이 있어서 첨엔 전에 쓰던거랑 달라 좀 놀랬는데 순해서 좋은것 같아요 전에 쓰던거랑 적절히 사용하니 넘 만족합니다
198,5,항상 구매해서 사용중이에요 항상 만족합니다항상 구매해서 사용중이에요 항상 만족합니다
199,5,프리메라 제품은 언제나 좋습니다우리애가 까만피부라 바르니 약간 핑크빛이 드는것이 볼터치한 느낌이 좀 있네요프리메라 제품은 언제나 좋습니다우리애가 까만피부라 바르니 약간 핑크빛이 드는것이 볼터치한 느낌이 좀 있네요
200,5,좋아요 케이스도 너무 예쁘네요좋아요 케이스도 너무 예쁘네요
201,5,아이가 좋아해서 재구매입니다아이가 좋아해서 재구매입니다
202,5,항상 쓰는 제품이예요항상 쓰는 제품이예요
203,4,딸아이 잘 쓰고 있어요딸아이 잘 쓰고 있어요
204,4,아이가 고른제품코로나로 외출은 자주못하지만만족한다하내여아이가 고른제품코로나로 외출은 자주못하지만만족한다하내여
205,5,아이가 쓰던제품이었는데 싸게 샀네요아이가 쓰던제품이었는데 싸게 샀네요
206,5,아이가 늘 쓰던거라 순하고 좋아요아이가 늘 쓰던거라 순하고 좋아요
207,4,좋아요 케이스도 너무 귀엽네요좋아요 케이스도 너무 귀엽네요
208,5,하얘지긴해도 순하고 좋아요하얘지긴해도 순하고 좋아요
209,5,늘쓰던거에요좋아요늘쓰던거에요좋아요
210,5,뽁뽁이로 포장되어져 와서 너무 좋네요  아직 쓰기 전이지만 올여름 잘 쓸께요!뽁뽁이로 포장되어져 와서 너무 좋네요  아직 쓰기 전이지만 올여름 잘 쓸께요!
211,5,휴가때 쓰려고 주문했는데 코로나땜시 이번휴가는 패스지만 아이가 그냥 장난감처럼  잘 가지고 놀아요휴가때 쓰려고 주문했는데 코로나땜시 이번휴가는 패스지만 아이가 그냥 장난감처럼  잘 가지고 놀아요
212,3,백탁현상 있고막상 아기들 씻기기 번거로워 안 쓰게 되요백탁현상 있고막상 아기들 씻기기 번거로워 안 쓰게 되요
213,5,아이들이 좋아해요 잘산것 같아요아이들이 좋아해요 잘산것 같아요
214,5,조카 주려고 산 것인데대만족 입니다아이들 것이라 그냥 그렇겠지 했는데케이스부터 쿠션까지 가격도 저렴하고 제품도 대만족다만 뽁뽁이에 싸여 왔으면 박스가 구겨져도 더 안전하게 받조카 주려고 산 것인데대만족 입니다아이들 것이라 그냥 그렇겠지 했는데케이스부터 쿠션까지 가격도 저렴하고 제품도 대만족다만 뽁뽁이에 싸여 왔으면 박스가 구겨져도 더 안전하게 받을 수 있습니다
215,5,배송 짱빨라여 !!!배송 짱빨라여 !!!
216,4,초등딸아이 아주 좋아하네요 많이 두드리는것에 재미 들였네요초등딸아이 아주 좋아하네요 많이 두드리는것에 재미 들였네요
217,5,프리메라 유명하자나요 화장품은 말할것도 없고 빠른배송 감사드려요프리메라 유명하자나요 화장품은 말할것도 없고 빠른배송 감사드려요
218,5,26개월 딸이 쿠션파데를 자꾸 톡톡 바르려고 해서 구입했어요 너무 좋아합니다 발림성도 좋아요26개월 딸이 쿠션파데를 자꾸 톡톡 바르려고 해서 구입했어요 너무 좋아합니다 발림성도 좋아요
219,5,여름에 잘 썻네요 ㅋ 아이들이 스스로 바르니깐 좋아요여름에 잘 썻네요 ㅋ 아이들이 스스로 바르니깐 좋아요
220,5,매년잘쓰는제품이에용저렴히잘샀어요매년잘쓰는제품이에용저렴히잘샀어요
221,5,항상 쓰는 제품이예요 만족합니다항상 쓰는 제품이예요 만족합니다
222,4,얼굴은 좀 하얗게 되네요아직 어려서 클렌징 하기가 힘드네요잘 안 쓰게 되요얼굴은 좀 하얗게 되네요아직 어려서 클렌징 하기가 힘드네요잘 안 쓰게 되요
223,3,바르고 나면 끈적임이 남네요 썬자체가 바르고 나면 하얘지는건 감안하는데 끈적거림이 좀 있어서 그거만 개선되면 좋겠어요바르고 나면 끈적임이 남네요 썬자체가 바르고 나면 하얘지는건 감안하는데 끈적거림이 좀 있어서 그거만 개선되면 좋겠어요
224,5,딸랑구가 완전좋아해요딸랑구가 완전좋아해요
225,5,항상쓰던건데 좋아요!!항상쓰던건데 좋아요!!
226,5,늘 잘 쓰던 제품인데 넘 저렴하게 잘 구매했어요유통기한도 넉넉하고 좋네요늘 잘 쓰던 제품인데 넘 저렴하게 잘 구매했어요유통기한도 넉넉하고 좋네요
227,5,많은 사람들이 추천한 거라 믿고 샀어요쿠션으로 바르는거라 아이가 자기가 직접 발라도 보고 좋아하네요많은 사람들이 추천한 거라 믿고 샀어요쿠션으로 바르는거라 아이가 자기가 직접 발라도 보고 좋아하네요
228,5,귀여벤요다른제품 쓰다가 바꿔봤는데 아직 사용전이긴한데 애기 호기심끌기 성고
229,4,제품잘받았습니다포장도꼼꼼해서좋았어요제품잘받았습니다포장도꼼꼼해서좋았어요
230,4,첫째 아기때도 선물받아 써봤는데 좋아요첫째 아기때도 선물받아 써봤는데 좋아요
231,5,아이친구생선입ㅂㄴ디ㅏ구입니다 아이친구생선입ㅂㄴ디ㅏ구입니다 
232,4,아이가너무좋아해요!아이가너무좋아해요!
233,5,순하고 조아요순하고 조아요
234,5,믿고 사용하는 프리메라 선쿠션 저자극이라서 좋아요!믿고 사용하는 프리메라 선쿠션 저자극이라서 좋아요!
235,5,아이피부에 문제 없이 잘 쓰고 있어요아이피부에 문제 없이 잘 쓰고 있어요
236,5,쓰던 제품이라 주문했어요쓰던 제품이라 주문했어요
237,5,배송빠르고 싸게 잘샀어요배송빠르고 싸게 잘샀어요
238,5,엄마 쿠션 따라하는게 귀여워서 구매했어요거울보며 스스로 바르는 모습이 너무 귀여워요엄마 쿠션 따라하는게 귀여워서 구매했어요거울보며 스스로 바르는 모습이 너무 귀여워요
239,5,좋아요  좋아요 좋아요  좋아요 
240,5,프리메라 썬쿠션은 워낙 좋은평가가 많아서 믿고샀어요 무기자차성분이라 백탁은 좀 있지만 아이들이 쓰는거라 괜찮더라구요프리메라 썬쿠션은 워낙 좋은평가가 많아서 믿고샀어요 무기자차성분이라 백탁은 좀 있지만 아이들이 쓰는거라 괜찮더라구요
241,5,감사합니다만족합니다감사합니다만족합니다
242,4,배송 빠르구 좋아요프리메라 베이비 클렌징티슈랑 같이 사용하고 있어요배송 빠르구 좋아요프리메라 베이비 클렌징티슈랑 같이 사용하고 있어요
243,4,아이가 직접골라 사달라하여 샀어요아직까지는 괜찮다하내여아이가 직접골라 사달라하여 샀어요아직까지는 괜찮다하내여
244,4,흠좋긴한데 용량이 좀아쉽긴해요 많이 안써서 괜찮아요흠좋긴한데 용량이 좀아쉽긴해요 많이 안써서 괜찮아요
245,4,감사합니다  잘 받았습니다감사합니다  잘 받았습니다
246,5,오프라인보다 가격이 저렴해서 2개 구입했습니다오프라인보다 가격이 저렴해서 2개 구입했습니다
247,5,아이  어릴때부터  사용하던  제품이에요아이  어릴때부터  사용하던  제품이에요
248,5,향도 순하고 촉촉한 편이고 좋네요향도 순하고 촉촉한 편이고 좋네요
249,5,아이가 스스로바르려고하네요아이가 스스로바르려고하네요
250,4,백탁현상은 조금 있지만 나쁘지않아요 5살딸아이 엄마화장할때 옆에서 같이 톡톡하니 정말 좋아하네요백탁현상은 조금 있지만 나쁘지않아요 5살딸아이 엄마화장할때 옆에서 같이 톡톡하니 정말 좋아하네요
251,3,좋아요아가들 쓰는 다른 상품처럼 워셔블이 아니라서 쉽게 지워지지는 않지만 톡톡 발라주기 편해요
252,5,선크림 안바르려고 하던 우리 아가 프리메라 받고 혼자서 열심히 발라요선크림 안바르려고 하던 우리 아가 프리메라 받고 혼자서 열심히 발라요
253,4,좋아요초등딸아이 매장에서 추천받아 쓰고 두번째입니다어린아이가 사용할 제품이라 순한걸로 구입요
254,5,가볍고 퍼프형식이라 바르기편할거같아요가볍고 퍼프형식이라 바르기편할거같아요
255,5,톡톡 발라주니 편하고 좋아요톡톡 발라주니 편하고 좋아요
256,4,케이스가예쁘네요 좋아요케이스가예쁘네요 좋아요
257,5,최고에어 매우저렴합니다최고에어 매우저렴합니다
258,5,배송이 많이 빨랐어요배송이 많이 빨랐어요
259,5,아이가 바르기 좋아요아이가 바르기 좋아요
260,5,사진과 같습니당사진과 같습니당
261,5,최고예요프리메라를 이가격에이제 이제품만 쓸것같아요아이들한테 너무 좋아요
262,5,프리메라 베이비 선쿠션 본품15g선택 베이비 선쿠션프리메라 베이비 선쿠션 본품15g선택 베이비 선쿠션
263,3,임신중이라 유해요소가 적다고해서 구입해보았습니다 후기임신중이라 유해요소가 적다고해서 구입해보았습니다 후기를 살펴보니 백탁은 어쩔 수 없이 있다고하는데 가만하고 사용하려구요
264,5,배송도 빠르고 좋아요애들이 스스로 바르니깐 더 좋네요배송도 빠르고 좋아요애들이 스스로 바르니깐 더 좋네요
265,5,아아들이 썬크림 바르는거 안 좋아하는데 엄마 화장품같은지 바르면서 재미있어 하네요아아들이 썬크림 바르는거 안 좋아하는데 엄마 화장품같은지 바르면서 재미있어 하네요
266,5,조카 선물로 구매햇는데 케이스도 기엽구 잘쓸께욤조카 선물로 구매햇는데 케이스도 기엽구 잘쓸께욤
267,4,성분 순하대서 사봐요 애가 이쁘다고 좋아해요성분 순하대서 사봐요 애가 이쁘다고 좋아해요
268,5,상품좋아요  저렴한 가격에 득템상품좋아요  저렴한 가격에 득템
269,5,유통기한 넉넉해서 좋아요유통기한 넉넉해서 좋아요
270,4,애들이 스스로 바르기 좋아요저희딸 아침에 열심히 바르고 등원합니당애들이 스스로 바르기 좋아요저희딸 아침에 열심히 바르고 등원합니당
271,4,딸들이 좋아해요딸들이 좋아해요
272,4,가격이좋습니다가격이좋습니다가격이좋습니다가격이좋습니다
273,5,배송 정말빠르네요 주말에 선물할꺼라 늦으면안됐는데 다음날바로 도착해서 정말 맘편했어요배송 정말빠르네요 주말에 선물할꺼라 늦으면안됐는데 다음날바로 도착해서 정말 맘편했어요
274,4,19개월 아기가 스스로 하려고 하네요 백탁 현상이 잇긴하지만 잘 써요크림제형보다 훨 편해요19개월 아기가 스스로 하려고 하네요 백탁 현상이 잇긴하지만 잘 써요크림제형보다 훨 편해요
275,5,아이들 선크림 바르는거 싫어하는데쿠션 두드려 주면 좋아 할 것 같아요아이들 선크림 바르는거 싫어하는데쿠션 두드려 주면 좋아 할 것 같아요
276,4,바르면 생각보다 많이 하얗게 됩니다 그외에는 좋아요바르면 생각보다 많이 하얗게 됩니다 그외에는 좋아요
